ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
1002433478,2021,2021/12/18 05:00:00+00,10,LAWRENCE AVE E,PHARMACY AVE,Major Arterial,Scarborough,21,43.74317,-79.304607,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1002462552,2021,2021/12/22 05:00:00+00,1353,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,1,43.820834,-79.273273,Mid-Block,Non Intersection,No Control,Snow,Daylight,Wet,Fatal,SMV Other,Driver,65,Fatal
1002486085,2021,2021/12/26 05:00:00+00,1402,YONGE ST,RICHMOND ST E,Major Arterial,Toronto and East York,3,43.651618,-79.378948,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000036960,2022,2022/01/06 05:00:00+00,1942,LAWRENCE AVE E,BROCKLEY DR,Major Arterial,Scarborough,2,43.751959,-79.262477,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,75,Non-Fatal
2000145218,2022,2022/01/22 05:00:00+00,2306,WESTON RD,DEE AVE,Major Arterial,Etobicoke York,5,43.711131,-79.535136,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000184133,2022,2022/01/28 05:00:00+00,1506,THE QUEENSWAY,ISLINGTON AVE,Major Arterial,Etobicoke York,3,43.623351,-79.515498,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
2000223282,2022,2022/02/03 05:00:00+00,922,F G GARDINER XY  W,ROYAL YORK RD,Expressway,Etobicoke York,2,43.622718,-79.501651,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Rear End,Driver,72,Non-Fatal
2000320162,2022,2022/02/18 05:00:00+00,1144,BAY ST,COLLEGE ST,Major Arterial,Etobicoke York,1113,43.660742,-79.385814,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000375775,2022,2022/02/27 05:00:00+00,348,YORE RD,KEELE ST,Major Arterial,Toronto and East York,1,43.691695,-79.474223,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000383216,2022,2022/02/28 05:00:00+00,1050,FINCH AVE E,MCCOWAN RD,Major Arterial,Scarborough,1,43.807955,-79.266467,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45,Non-Fatal
2000422292,2022,2022/03/06 05:00:00+00,240,LAKE SHORE BLVD W,JAMESON AVE,Major Arterial,Toronto and East York,3,43.633368,-79.43645,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,18,Fatal
2000425405,2022,2022/03/06 05:00:00+00,1521,DUNDAS ST E,BOND ST,Local,Toronto and East York,2,43.656188,-79.378276,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,36,Non-Fatal
2000598961,2022,2022/03/31 04:00:00+00,1736,LAKE SHORE BLVD W,SUPERIOR AVE,Major Arterial,Etobicoke York,3,43.614878,-79.48862,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000598961,2022,2022/03/31 04:00:00+00,1736,LAKE SHORE BLVD W,SUPERIOR AVE,Major Arterial,Etobicoke York,3,43.614878,-79.48862,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,72,Non-Fatal
2000598961,2022,2022/03/31 04:00:00+00,1736,LAKE SHORE BLVD W,SUPERIOR AVE,Major Arterial,Etobicoke York,3,43.614878,-79.48862,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000627947,2022,2022/04/05 04:00:00+00,125,LANSDOWNE AVE,LAPPIN AVE,Minor Arterial,Etobicoke York,5,43.664824,-79.445697,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000630643,2022,2022/04/05 04:00:00+00,1230,FINCH AVE W,400 S FINCH E RAMP,Major Arterial,Etobicoke York,4,43.753958,-79.532718,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000692125,2022,2022/04/14 04:00:00+00,316,SPADINA AVE,KING ST W,Major Arterial,Toronto and East York,3,43.644992,-79.394862,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000699120,2022,2022/04/15 04:00:00+00,43,DON VALLEY PARKWAY  S,LEASIDE BDGE,Expressway,Toronto and East York,6,43.697924,-79.350124,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000774562,2022,2022/04/26 04:00:00+00,1149,BLUFFWOOD DR,STEELES AVE E,Major Arterial,North York,17,43.807639,-79.376056,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2000899254,2022,2022/05/13 04:00:00+00,2210,SALINAS CRT,ROSELAWN AVE,Local,Toronto and East York,2,43.70048,-79.449024,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2000963706,2022,2022/05/22 04:00:00+00,1911,2467 QUEEN ST E,DUNDAS ST E,Minor Arterial,Toronto and East York,4,43.673403,-79.283077,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,Driver,65,Fatal
2000986496,2022,2022/05/25 04:00:00+00,2312,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,Major Arterial,Toronto and East York,1,43.630168,-79.426128,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001122186,2022,2022/06/13 04:00:00+00,1815,SHEPPARD AVE W,SENTINEL RD,Major Arterial,North York,6,43.743579,-79.491809,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
2001166978,2022,2022/06/20 04:00:00+00,47,MARKHAM RD,BLAKEMANOR BLVD,Major Arterial,Scarborough,24,43.749045,-79.221446,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001175617,2022,2022/06/21 04:00:00+00,906,28 TREMONT CRES,Non-Fatal,Local,North York,16,43.736521,-79.352756,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85,Fatal
2001202991,2022,2022/06/24 04:00:00+00,2210,1760 Albion Rd,Non-Fatal,Major Arterial,Etobicoke York,1,43.743365,-79.603,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001252821,2022,2022/07/01 04:00:00+00,2341,WELLINGTON ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,10,43.646311,-79.384059,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001265655,2022,2022/07/03 04:00:00+00,2245,701 WARDEN AVE,Non-Fatal,Minor Arterial,Scarborough,1,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001361814,2022,2022/07/16 04:00:00+00,2237,NORTH QUEEN ST,MANSTOR RD,Minor Arterial,Etobicoke York,2,43.618144,-79.557628,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001395408,2022,2022/07/21 04:00:00+00,1510,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,20,43.721461,-79.284953,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2001414066,2022,2022/07/24 04:00:00+00,142,BRIMLEY RD,WATERFIELD DR,Major Arterial,Scarborough,21,43.765128,-79.259509,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001421096,2022,2022/07/25 04:00:00+00,403,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,Major Arterial,Scarborough,24,43.745928,-79.209316,Intersection,Intersection Related,Traffic Signal,Clear,Dawn,Dry,Fatal,SMV Other,Driver,50,Non-Fatal
2001458223,2022,2022/07/30 04:00:00+00,336,WILSON AVE,CLAYSON RD,Major Arterial,North York,7,43.717631,-79.522998,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001464726,2022,2022/07/31 04:00:00+00,112,KENNEDY RD,TRANSWAY CRES,Major Arterial,Scarborough,20,43.731146,-79.26752,Intersection,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001477527,2022,2022/08/01 04:00:00+00,2222,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,3,43.84653,-79.207355,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,42,Fatal
2001490698,2022,2022/08/03 04:00:00+00,1800,ROYAL YORK RD,STANLEY AVE,Minor Arterial,Etobicoke York,3,43.614253,-79.497592,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2001503800,2022,2022/08/05 04:00:00+00,1533,VICTORIA PARK AVE,SURREY AVE,Major Arterial,Scarborough,5,43.736197,-79.307391,Intersection,At/Near Private Drive,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,72,Non-Fatal
2001513623,2022,2022/08/07 04:00:00+00,13,HIGHWAY 2A  E,HIGHLAND CREEK OVERPASS,Expressway,Scarborough,6,43.784403,-79.165149,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
2001527997,2022,2022/08/09 04:00:00+00,532,STEELES AVE W,BATHURST ST,Major Arterial,North York,618,43.792338,-79.445712,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Rear End,Passenger,32,Fatal
2001538160,2022,2022/08/10 04:00:00+00,1438,BLOOR ST W,JOPLING AVE S,Major Arterial,Etobicoke York,23,43.640822,-79.539516,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
2001549410,2022,2022/08/12 04:00:00+00,410,DUFFERIN ST,GERRY FITZGERALD DR,Major Arterial,North York,2,43.783106,-79.470119,Mid-Block,Non Intersection,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001624731,2022,2022/08/22 04:00:00+00,2031,2978 WESTON RD,Non-Fatal,Major Arterial,Etobicoke York,1,43.726855,-79.535571,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001712442,2022,2022/09/03 04:00:00+00,2100,WILSON AVE,CORNELIUS PKWY,Major Arterial,Toronto and East York,2,43.728224,-79.477031,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Cyclist Collisions,Cyclist,42,Fatal
2001720780,2022,2022/09/05 04:00:00+00,424,YONGE ST,COLLEGE ST,Major Arterial,Toronto and East York,1113,43.661299,-79.383067,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2002282330,2022,2022/09/23 04:00:00+00,304,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,1,43.845439,-79.212268,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,18,Fatal
2001863583,2022,2022/09/24 04:00:00+00,2218,DUFFERIN ST,MARTIN ST,Major Arterial,Toronto and East York,3,43.689425,-79.447688,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2001898372,2022,2022/09/29 04:00:00+00,1920,SKYWAY AVE,DIXON RD,Minor Arterial,North York,2,43.686701,-79.58604,Mid-Block,Non Intersection,No Control,Rain,Daylight,Slush,Fatal,Turning Movement,Motorcycle Driver,52,Fatal
2002129087,2022,2022/11/01 04:00:00+00,1729,MARKHAM RD,EASTPARK BLVD,Major Arterial,Scarborough,24,43.755606,-79.224025,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
2002229988,2022,2022/11/15 05:00:00+00,1825,DON MILLS RD,DVP S DON MILLS S RAMP RD,Major Arterial,Toronto and East York,2,43.701083,-79.337535,Mid-Block,Non Intersection,No Control,Rain,Dusk,Wet,Fatal,Rear End,Driver,75,Non-Fatal
2002286735,2022,2022/11/23 05:00:00+00,1627,ST CLAIR AVE E,YONGE ST,Major Arterial,Scarborough,12,43.68801,-79.394099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,20,Non-Fatal
2002424464,2022,2022/12/12 05:00:00+00,1118,DUNDAS ST W,SPADINA AVE,Major Arterial,Toronto and East York,3,43.652869,-79.398006,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
2002431114,2022,2022/12/13 05:00:00+00,910,STEELES AVE W,KIPLING AVE,Major Arterial,Etobicoke York,1,43.759535,-79.589862,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,80,Non-Fatal
Non-Fatal,2019,2019/02/25 05:00:00+00,1949,FINCH AVE W,PEARLDALE AVE,Major Arterial,Etobicoke York,7,43.747695,-79.562312,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,80,Non-Fatal
Non-Fatal,2016,2016/02/10 05:00:00+00,954,WEDGEWOOD DR,TOBRUK CRES,Local,North York,18,43.789603,-79.413997,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
Non-Fatal,2019,2019/03/07 05:00:00+00,901,EGLINTON  AVE W,MCROBERTS  AVE,Major Arterial,North York,89,43.693389,-79.460269,Mid-Block,Non Intersection,No Control,Rain,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
Non-Fatal,2016,2016/02/13 05:00:00+00,1018,FINCH AVE W,TOBERMORY DR,Major Arterial,Etobicoke York,7,43.760237,-79.503604,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2019,2019/03/23 04:00:00+00,330,SHEPPARD AVE W,SUNFIELD RD,Major Arterial,North York,6,43.743407,-79.492511,Intersection,At Intersection,Stop Sign,Other,Other,Slush,Fatal,Turning Movement,Driver,37,Fatal
52,2016,2016/02/18 05:00:00+00,1315,DAWES RD,SECORD AVE,Minor Arterial,Toronto and East York,19,43.69353,-79.297221,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70,Non-Fatal
85,2019,2019/03/29 04:00:00+00,630,BLOOR  ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,1113,43.672286,-79.376811,Intersection,At Intersection,Traffic Signal,Other,Other,Other,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2019,2019/04/06 04:00:00+00,907,SCOTTFIELD DR,FINCH AVE E,Major Arterial,Scarborough,23,43.810782,-79.252879,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85,Non-Fatal
Non-Fatal,2019,2019/04/06 04:00:00+00,1041,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,North York,1722,43.793036,-79.331371,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,72,Non-Fatal
Non-Fatal,2019,2019/05/10 04:00:00+00,124,BRIMLEY RD,MCNICOLL AVE,Major Arterial,Scarborough,23,43.816447,-79.282207,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2019,2019/05/29 04:00:00+00,1328,14 PLYMBRIDGE RD,Non-Fatal,Local,North York,15,43.739615,-79.399722,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,25,Fatal
Non-Fatal,2019,2019/06/06 04:00:00+00,2124,SHEPPARD AVE W,GODDARD ST,Major Arterial,North York,6,43.753451,-79.448031,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Motorcycle Driver,32,Fatal
Non-Fatal,2019,2019/06/13 04:00:00+00,1934,SHEPPARD AVE E,FatalIRVIEW MALL DR,Major Arterial,North York,17,43.776141,-79.341129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Driver,82,Fatal
Non-Fatal,2019,2019/06/18 04:00:00+00,1200,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,3,43.614146,-79.55611,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,7,Non-Fatal
58,2019,2019/06/20 04:00:00+00,1315,REGENT PARK BLVD,DUNDAS ST E,Major Arterial,Toronto and East York,13,43.660288,-79.361743,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35,Non-Fatal
Non-Fatal,2019,2019/06/22 04:00:00+00,1909,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,Major Arterial,Scarborough,24,43.761779,-79.215801,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,75,Non-Fatal
47,2019,2019/06/26 04:00:00+00,902,VICTORIA ST,QUEEN ST E,Major Arterial,Toronto and East York,13,43.65261,-79.378055,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55,Non-Fatal
Non-Fatal,2019,2019/07/10 04:00:00+00,1221,1 YORK GATE BLVD,Non-Fatal,Minor Arterial,North York,7,43.758837,-79.52151,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,52,Fatal
Non-Fatal,2019,2019/07/16 04:00:00+00,1401,BARKWOOD CRES,CLIFFWOOD RD,Local,North York,17,43.804576,-79.35551,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,66,Fatal
Non-Fatal,2019,2019/07/18 04:00:00+00,2240,DUNDAS ST W,DONNYBROOK LANE,Major Arterial,Etobicoke York,2,43.653163,-79.524646,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2019,2019/07/28 04:00:00+00,1054,ISLINGTON AVE,MILLWICK DR,Major Arterial,Etobicoke York,7,43.759955,-79.571773,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,71,Non-Fatal
Non-Fatal,2019,2019/08/02 04:00:00+00,2237,ISLINGTON AVE,BEAUMONDE HEIGHTS DR,Major Arterial,Etobicoke York,1,43.742396,-79.567699,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
Non-Fatal,2019,2019/08/03 04:00:00+00,917,WARDEN AVE,SYLLA AVE,Major Arterial,Scarborough,21,43.763796,-79.301395,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,55,Fatal
Non-Fatal,2019,2019/08/05 04:00:00+00,1645,STEELES AVE E,BLUFFWOOD DR,Major Arterial,North York,17,43.807639,-79.376056,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,25,Non-Fatal
Non-Fatal,2019,2019/08/09 04:00:00+00,945,31  FINCH AVE E,Non-Fatal,Major Arterial,North York,18,43.780196,-79.413219,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,66,Fatal
Non-Fatal,2019,2019/08/13 04:00:00+00,1329,STEELES  AVE E,MCCOWAN  RD,Major Arterial,Scarborough,23,43.830973,-79.275157,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,40,Non-Fatal
Non-Fatal,2019,2019/08/20 04:00:00+00,2112,STEELES AVE E,LAURELEAF RD S,Major Arterial,North York,17,43.805499,-79.385745,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2019,2019/08/21 04:00:00+00,1130,SHEPPARD AVE E,MIDLAND AVE,Major Arterial,Scarborough,2223,43.785277,-79.278529,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75,Non-Fatal
Non-Fatal,2019,2019/08/25 04:00:00+00,2035,KINGSTON RD,MORNINGSIDE AVE,Major Arterial,Scarborough,25,43.771086,-79.186321,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2019,2019/08/30 04:00:00+00,2023,SHEPPARD AVE E,ABBOTSFIELD GT,Major Arterial,Scarborough,22,43.777281,-79.313861,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
Non-Fatal,2019,2019/09/06 04:00:00+00,630,WARDEN AVE,MCNICOLL AVE,Major Arterial,Scarborough,22,43.808352,-79.32191,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,95,Fatal
